dft_vals_hull,mattersim_vals_hull,vasp_vals_gen,ms_vals_gen
0.060950578916666664,0.04192970063951318,-5.22915552,-5.2341163635253904
0.16323473656249998,0.02460888773202896,-6.100013771875,-6.231429576873779
0.09509423635714853,0.039941814967569655,-4.537497697,-4.592992782592773
0.09512122435714865,0.03994524819510836,-4.537470709,-4.592989349365235
0.09308460419753217,0.042272265555928,-4.831857991111111,-4.873034159342448
0.15896810086419855,0.04755731668982577,-4.765974494444444,-4.8677491082085504
0.07141076975308724,0.017871766423984248,-4.853531825555556,-4.897434658474392
0.18047512864197657,0.047532733085224876,-4.744467466666666,-4.867773691813151
0.06542911475308788,0.01787261413448693,-4.859513480555555,-4.897433810763889
0.06074453178571115,0.040601607731407086,-4.408989784,-4.44140396118164
0.06076390178571067,0.04061114447457115,-4.408970414000001,-4.441394424438476
0.06072015378571116,0.04061038153511731,-4.409014162,-4.44139518737793
0.06982171369047929,0.027312925883704153,-4.595751685,-4.63962999979655
0.04912422584183762,0.03695788675425238,-4.718435781428572,-4.7244447980608255
0.08451762361111115,0.028498687441387283,-4.993314807857144,-5.0430128914969305
0.024468396574074625,0.04297105294686876,-5.075454814666667,-5.050337219238282
0.10343435208333229,0.040484110514321436,-3.8913131065,-3.94903450012207
0.08317929624999554,0.04039614995321017,-5.5625995575,-5.6003059387207035
0.1219994217307665,0.04981067853095844,-5.345095615,-5.411356412447416
0.16524133166666566,0.02975987328423013,-5.374262028,-5.508475240071615
0.15381872666666663,0.04862124125162737,-4.678568308,-4.777273559570313
0.18296311481481542,0.03600388986093073,-4.808012508888889,-4.950896792941624
0.16879325425925984,0.03542998985008072,-4.822182369444445,-4.951470692952474
0.15549352037037067,0.033554006505896794,-4.835482103333334,-4.953346676296658
0.17763190303030285,0.02868403810443354,-4.849386581818182,-4.994808890602806
0.12349759575757524,0.027278495557380822,-4.90352088909091,-4.996214433149858
0.12346782212121177,0.027293060765122945,-4.903550662727273,-4.996199867942116
0.12342357303030305,0.027314214995413977,-4.903594911818182,-4.996178713711825
0.17685668939393917,0.02858971104477437,-4.850161795454546,-4.994903217662465
0.12233290484848514,0.04187872915557023,-4.90468558,-4.981614199551669
0.18715663179486963,0.0342444884471389,-4.8648146030769235,-5.014581533578726
0.1202611825641009,0.035025034195335536,-4.931710052307692,-5.013800987830529
0.09437751022221974,0.02143194410535898,-4.975892408000001,-5.0459716796875
0.1448894195555539,0.029634051852754695,-4.925380498666667,-5.037769571940104
0.07959221799999838,0.04205190340677767,-4.577017822,-4.60731315612793
0.07950886399999835,0.04206868807474606,-4.577101176,-4.607296371459961
0.07927995149999845,0.04985410372416066,-4.5773300885,-4.599510955810547
0.11621365499999925,0.04737645785013722,-4.540396384999999,-4.60198860168457
0.07902639699999892,0.04985410372416066,-4.577583643,-4.599510955810547
0.12036957599999809,0.025882291793822176,-4.5362404640000005,-4.623482767740885
0.11928107733333171,0.047005542119342714,-4.537328962666667,-4.602359517415365
0.11189895299999897,0.03675570487975932,-4.544711087,-4.612609354654948
0.10824802166666547,0.036435778935748786,-4.548362018333333,-4.612929280598959
0.11176522566666502,0.03675010999043682,-4.5448448143333335,-4.6126149495442705
0.09653724399999852,0.007355070114134499,-4.560072796,-4.642009989420573
0.13838537474999857,0.041269508997597626,-4.51822466525,-4.60809555053711
0.12837626749999842,0.03475553194681691,-4.5282337725,-4.6146095275878904
0.012484729499998792,-0.010981162389120946,-4.6441253105,-4.660346221923828
0.06497158499999856,0.024403587977090524,-4.591638455,-4.624961471557617
0.15515133721153784,-0.019389766913193718,-4.22803146,-4.394711017608643
0.12821676596153786,0.044459682244521126,-4.25496603125,-4.330861568450928
0.10875026887820471,-0.0024205629642191084,-4.2744325283333335,-4.377741813659668
0.06600192158653861,-6.212637974645219e-05,-4.317180875625,-4.375383377075195
0.13422540221153856,-0.019397396307724968,-4.248957395,-4.394718647003174
0.1393742597115386,0.04447970940516566,-4.2438085375,-4.330841541290283
0.08215439377403833,-0.00710071967198278,-4.3010284034375,-4.382421970367432
0.07747645439903827,-0.0026575510318460616,-4.3057063428125,-4.377978801727295
-0.0182317284134621,-0.046701091986435905,-4.401414525625,-4.422022342681885
0.11051063721153831,0.023069721001845345,-4.27267216,-4.3522515296936035
0.11975053596153806,-0.024701256018418327,-4.26343226125,-4.400022506713867
0.07584630689903804,-0.017376560431260124,-4.3073364903125,-4.392697811126709
0.033760625961538615,-0.03171028540684606,-4.34942217125,-4.407031536102295
0.06742192346153786,-0.020570415716904655,-4.31576087375,-4.3958916664123535
-0.044099892788461936,-0.08394112036778356,-4.42728269,-4.459262371063232
0.0426811512740386,-0.0032836382205667647,-4.3405016459375,-4.378604888916016
0.09803615783653807,0.015463691491347298,-4.285146639375,-4.359857559204102
0.041017940336538494,-0.030111927252549187,-4.342164856875,-4.405433177947998
0.043214555649038644,-0.054237503271836296,-4.3399682415625,-4.429558753967285
0.04889876783653868,-0.01758827612950231,-4.334284029375,-4.392909526824951
0.0582043584615386,5.851342127893844e-05,-4.32497843875,-4.37526273727417
0.10528337971153867,0.025092464226943,-4.2778994175,-4.350228786468506
0.03389294908653806,0.004200320977431282,-4.349289848125,-4.371120929718018
0.0320764703365386,-0.028723377447861687,-4.351106326875,-4.4040446281433105
0.0651700847115384,0.0016368444149312822,-4.3180127125,-4.373684406280518
0.13201892471153798,-0.020492691260117546,-4.2511638725,-4.395813941955566
0.12264847158653858,0.0039418752376851884,-4.260534325625,-4.371379375457764
0.108952901274038,-0.024487632971543327,-4.2742298959375,-4.399808883666992
0.11969067158653868,0.020549159783583626,-4.263492125625,-4.354772090911865
0.11974556971153838,0.002288203973036751,-4.2634372275,-4.373033046722412
0.07043991064903832,-0.035565036993760124,-4.3127428865625,-4.410886287689209
0.06587992971153867,-7.976935459996781e-05,-4.3173028675,-4.375401020050049
0.02542600096153791,-0.017112392645615593,-4.35775679625,-4.3924336433410645
0.10211620846153835,-0.0001465265567484053,-4.28106658875,-4.375467777252197
0.028152239086538522,-0.058750766974228874,-4.355030558125,-4.434072017669678
0.14119886221153788,-0.027626175146836296,-4.241983935,-4.402947425842285
0.09564742096153811,0.028988223809462532,-4.28753537625,-4.346333026885986
0.12860835064903853,0.011239867943984017,-4.2545744465625,-4.364081382751465
0.011453695961538557,-0.040521282416123405,-4.37172910125,-4.415842533111572
0.06067261471153795,-0.0044499819095316084,-4.3225101825,-4.3797712326049805
0.10881147762820476,-0.0023790781314554366,-4.2743713195833335,-4.377700328826904
0.057909559711537995,4.230095790003219e-05,-4.3252732375,-4.375278949737549
0.12101163721153796,0.009066921014052376,-4.26217116,-4.3662543296813965
0.06059197596153787,5.612923548792281e-05,-4.32259082125,-4.375265121459961
0.007321830769231319,-0.08369692044380272,-4.4592101975,-4.542876815795898
-0.011777161730768704,-0.07400491910102946,-4.47830919,-4.533184814453125
0.03564584826923145,-0.015385610629349955,-4.43088618,-4.474565505981445
0.05100009026923136,-0.025268728305131383,-4.415531938,-4.484448623657227
-0.01153127573076862,-0.07400644497993625,-4.478063304,-4.533186340332032
0.07163768226923128,0.019600122402876785,-4.394894346,-4.439579772949219
0.07151039326923136,0.019570367764204732,-4.395021635,-4.439609527587891
-0.011829625730768178,-0.07401254849556071,-4.4783616539999995,-4.533192443847656
0.13130692726923066,-0.045267278720170445,-4.335225101000001,-4.504447174072266
0.12465851026923147,0.003340356777876252,-4.341873518,-4.455839538574219
0.07241873626923123,0.00018941683647000218,-4.394113292,-4.458990478515625
0.004038730269231294,-0.09316347317817808,-4.462493298,-4.552343368530273
-0.025156606730768694,-0.08445909695747478,-4.491688635,-4.54363899230957
0.0934935292692316,0.03259870333549397,-4.373038499,-4.426581192016601
0.06847617626923075,-0.030067998935013662,-4.398055852000001,-4.489247894287109
0.05204338126923069,-0.024962408114701518,-4.414488647000001,-4.484142303466797
-0.012577726730769179,-0.08088281827095134,-4.4791097550000005,-4.540062713623047
0.006457560769231208,-0.08219583706977929,-4.4600744675,-4.541375732421875
0.0745131127692309,-0.025614721347123393,-4.3920189155000005,-4.484794616699219
0.026051068769231023,-0.04849069790962357,-4.4404809595,-4.507670593261719
0.03754817376923114,-0.06970384793403728,-4.4289838545,-4.528883743286133
-0.006471031730768573,-0.10389650540474094,-4.47300306,-4.563076400756836
0.01357028026923146,-0.062113363314896475,-4.452961748,-4.521293258666992
0.08080789576923131,-0.03872774319770933,-4.3857241325,-4.497907638549805
0.1322336987692312,0.011747949551313752,-4.3342983295,-4.447431945800782
0.03975145426923099,-0.03782327847602929,-4.426780574,-4.497003173828125
0.02450534276923122,-0.0584703274262246,-4.4420266855,-4.51765022277832
-0.02995161573076821,-0.08206880765083469,-4.496483644,-4.54124870300293
0.034815500769231456,-0.056340200473099955,-4.4317165275,-4.515520095825195
0.07339160676923129,-0.01480463223579509,-4.3931404215,-4.4739845275878904
0.08214277226923095,-0.043052465487748215,-4.384389256,-4.502232360839844
-0.0029571877307690286,-0.05831926541450638,-4.469489216,-4.517499160766602
0.0714462692692317,0.01957876009818893,-4.395085759,-4.439601135253906
0.021963558769231284,-0.03328340726020951,-4.4445684695,-4.492463302612305
0.052431421769231434,-0.031476003695756205,-4.4141006065,-4.490655899047852
0.030366498769231143,-0.04072473721626402,-4.4361655295,-4.499904632568359
0.040892912269231196,-0.027561361361772008,-4.425639116,-4.486741256713867
-0.01377343923076868,-0.08001611905220152,-4.4803054675,-4.539196014404297
0.03826825526923194,-0.05730875210884179,-4.428263772999999,-4.516488647460937
0.017749110269231316,-0.024776632357865758,-4.448782918,-4.483956527709961
0.03063890776923195,-0.05365846829536558,-4.435893120499999,-4.512838363647461
0.1457079417692313,-7.799344184977741e-05,-4.3208240865,-4.459257888793945
0.0280505595192313,-0.06004770474556054,-4.43848146875,-4.519227600097656
0.19838307493589813,0.041814248989791025,-4.268148953333333,-4.417365646362304
0.06337904526923133,-0.036241704989701695,-4.403152983,-4.495421600341797
-0.009015183230768997,-0.05676935391548277,-4.4755472115,-4.515949249267578
0.033874618019231306,-0.05739954190376384,-4.43265741025,-4.516579437255859
0.031207249769231282,-0.03635805325630326,-4.4353247785,-4.495537948608399
0.047967479769231325,-0.002934820224076873,-4.4185645485,-4.462114715576172
0.013240655519231481,-0.07318514065864701,-4.45329137275,-4.532365036010742
0.11465623376923162,-0.07894838528755344,-4.3518757945,-4.538128280639649
-0.04186326773076843,-0.06892831997993554,-4.508395296,-4.528108215332031
0.011250242769230923,-0.07119081692817808,-4.4552817855,-4.530370712280273
0.04092664176923133,-0.003008062411576695,-4.4256053865,-4.462187957763672
0.027777148269231944,-0.04533060269477929,-4.438754879999999,-4.504510498046875
-0.019907104730767955,-0.06552713589790482,-4.486439132999999,-4.52470703125
-0.0007001167307683076,-0.0720949001801312,-4.467232145,-4.531274795532227
0.0357611542692311,-0.01538675503852982,-4.430770874,-4.474566650390625
0.10635509291666345,0.02757020791371456,-4.5741414325,-4.646003087361653
0.05303911791666316,-0.0175602038701399,-4.627457407500001,-4.691133499145508
0.04953336958333043,-0.014382878939312782,-4.630963155833333,-4.687956174214681
0.07108619791666371,0.023031989733375724,-4.6094103275,-4.650541305541992
0.1254166320833301,-0.032736976941428964,-4.555079893333334,-4.706310272216797
0.12583846833333023,0.047051231066383536,-4.5546580570833335,-4.626522064208984
0.12768654791666378,0.03928101062774392,-4.5528099775,-4.634292284647624
0.10422970124999686,0.02392621835072628,-4.576266824166667,-4.649647076924642
0.058173504583329816,0.0018957058588640052,-4.622323020833334,-4.671677589416504
0.10644414166666394,-0.013403455416363563,-4.57405238375,-4.6869767506917315
0.09179016458333056,0.02034453550974291,-4.588706360833333,-4.653228759765625
0.0410147054166643,-0.03273030122121412,-4.639481819999999,-4.706303596496582
0.06892903083333035,0.028189460436500724,-4.611567494583333,-4.645383834838867
0.040473086249996904,-0.032742381095888895,-4.640023439166667,-4.706315676371257
0.09721800928571511,0.045604098410834126,-4.725700463571428,-4.769840240478516
0.13190901750000084,0.047910900343032914,-4.691009455357142,-4.767533438546317
0.09345333999999994,0.03156383264632545,-4.729465132857143,-4.783880506243024
0.027667980236686596,-0.02351084451468477,-4.303254693076923,-4.345803480881911
-0.013012638224851436,-0.0708946664422685,-4.343935311538461,-4.393187302809495
-0.0578085713017753,-0.09706642406696808,-4.388731244615385,-4.419359060434195
0.024851282544378073,-0.04800560253376496,-4.306071390769231,-4.3702982389009914
0.02686206100591715,-0.06736871241582598,-4.304060612307692,-4.3896613487830525
0.03438108946745544,-0.037174796681902045,-4.296541583846154,-4.3594674330491285
